customer_id,customer_name,centre_id,centre_name,booking_date,arrival_time,hour_of_day,day_of_week,peak_hour,token_number,tokens_ahead,queue_length,active_counters,crop,quantity_kg,quality_grade,staff_experience_years,estimated_time_min,actual_wait_time_min,processing_time_min,service_start_time,service_end_time,total_time_at_centre_min
FARM100531,Farmer_0531,PC002,Mandya North,2026-02-01,10:19:00,10,6,1,39,38,42,2,Maize,306.7,C,9,184.0,180.0,11.7,13:19:00,13:30:42,191.7
FARM100655,Farmer_0655,PC001,Mysuru Central,2026-04-19,11:58:00,11,6,1,7,5,11,3,Wheat,302.4,C,3,25.0,25.7,12.0,12:23:42,12:35:42,37.7
FARM101260,Farmer_1260,PC004,Tumakuru Main,2026-03-17,08:59:00,8,1,0,13,12,15,4,Groundnut,187.9,A,5,32.2,31.3,10.8,09:30:18,09:41:06,42.1
FARM100234,Farmer_0234,PC005,Bengaluru Rural,2026-03-01,15:10:00,15,6,0,11,7,13,6,Groundnut,243.8,C,4,15.8,15.2,15.1,15:25:12,15:40:18,30.3
FARM100121,Farmer_0121,PC005,Bengaluru Rural,2026-01-15,10:03:00,10,3,1,5,0,2,6,Tur Dal,238.6,A,1,6.8,7.1,11.1,10:10:06,10:21:12,18.2
FARM101698,Farmer_1698,PC001,Mysuru Central,2026-04-21,10:44:00,10,1,1,27,26,30,2,Tur Dal,273.7,B,7,144.7,134.3,10.3,12:58:18,13:08:36,144.6
FARM100950,Farmer_0950,PC002,Mandya North,2026-02-10,09:43:00,9,1,0,9,6,10,2,Sugarcane,155.7,A,2,35.7,38.1,10.1,10:21:06,10:31:12,48.2
FARM100618,Farmer_0618,PC001,Mysuru Central,2026-02-10,14:14:00,14,1,0,37,35,39,3,Rice,143.4,B,8,125.8,120.2,10.6,16:14:12,16:24:48,130.8
FARM101179,Farmer_1179,PC003,Hassan Market,2026-04-01,12:12:00,12,2,1,3,2,3,3,Wheat,73.6,A,6,10.2,9.6,6.7,12:21:36,12:28:18,16.3
FARM100308,Farmer_0308,PC005,Bengaluru Rural,2026-03-19,12:16:00,12,3,1,18,15,20,4,Cotton,400.5,A,8,48.1,48.1,12.5,13:04:06,13:16:36,60.6
FARM100136,Farmer_0136,PC005,Bengaluru Rural,2026-02-13,12:45:00,12,4,1,8,3,4,5,Rice,45.2,B,5,6.4,6.8,9.2,12:51:48,13:01:00,16.0
FARM100555,Farmer_0555,PC003,Hassan Market,2026-04-24,12:32:00,12,4,1,47,42,45,3,Rice,152.4,B,2,107.6,117.5,8.7,14:29:30,14:38:12,126.2
FARM101674,Farmer_1674,PC004,Tumakuru Main,2026-04-01,12:03:00,12,2,1,18,17,18,4,Tur Dal,306.7,A,8,54.6,50.6,10.6,12:53:36,13:04:12,61.2
FARM100584,Farmer_0584,PC004,Tumakuru Main,2026-04-03,12:06:00,12,4,1,33,31,38,2,Rice,325.7,A,8,162.5,165.4,10.0,14:51:24,15:01:24,175.4
FARM101641,Farmer_1641,PC004,Tumakuru Main,2026-04-08,16:24:00,16,2,0,39,35,41,4,Rice,141.2,B,2,108.3,107.0,11.2,18:11:00,18:22:12,118.2
FARM100671,Farmer_0671,PC001,Mysuru Central,2026-04-19,13:50:00,13,6,1,43,42,48,3,Rice,419.3,C,6,144.4,151.0,10.3,16:21:00,16:31:18,161.3
FARM100835,Farmer_0835,PC005,Bengaluru Rural,2026-04-07,10:09:00,10,1,1,26,23,26,5,Rice,172.3,C,1,51.7,54.3,10.8,11:03:18,11:14:06,65.1
FARM100110,Farmer_0110,PC002,Mandya North,2026-01-11,13:54:00,13,6,1,41,37,40,3,Wheat,156.5,A,5,105.5,112.4,8.1,15:46:24,15:54:30,120.5
FARM101165,Farmer_1165,PC005,Bengaluru Rural,2026-01-16,10:26:00,10,4,1,17,13,20,5,Rice,226.4,B,6,30.7,31.4,12.2,10:57:24,11:09:36,43.6
FARM101960,Farmer_1960,PC001,Mysuru Central,2026-03-08,15:27:00,15,6,0,22,21,27,3,Tur Dal,217.0,A,8,81.6,81.6,11.8,16:48:36,17:00:24,93.4
FARM101465,Farmer_1465,PC001,Mysuru Central,2026-01-28,09:10:00,9,2,0,19,14,16,4,Ragi,469.7,C,6,53.0,56.7,14.6,10:06:42,10:21:18,71.3
FARM101729,Farmer_1729,PC003,Hassan Market,2026-02-22,12:51:00,12,6,1,34,32,39,4,Sugarcane,266.9,B,1,126.1,117.7,15.1,14:48:42,15:03:48,132.8
FARM101243,Farmer_1243,PC004,Tumakuru Main,2026-03-26,12:06:00,12,3,1,47,44,49,2,Maize,203.5,B,5,194.2,180.0,9.3,15:06:00,15:15:18,189.3
FARM100212,Farmer_0212,PC004,Tumakuru Main,2026-03-22,14:22:00,14,6,0,50,45,50,3,Wheat,97.4,C,6,124.4,122.3,7.8,16:24:18,16:32:06,130.1
FARM101768,Farmer_1768,PC004,Tumakuru Main,2026-02-02,10:55:00,10,0,1,48,43,50,4,Rice,555.6,A,10,151.2,146.7,12.3,13:21:42,13:34:00,159.0
FARM101121,Farmer_1121,PC005,Bengaluru Rural,2026-02-28,13:43:00,13,5,1,42,40,46,5,Maize,223.8,A,7,79.8,87.3,10.2,15:10:18,15:20:30,97.5
FARM100680,Farmer_0680,PC002,Mandya North,2026-02-07,09:17:00,9,5,0,15,11,15,2,Groundnut,415.7,C,7,90.5,100.2,14.9,10:57:12,11:12:06,115.1
FARM101951,Farmer_1951,PC003,Hassan Market,2026-04-15,15:56:00,15,2,0,36,31,33,5,Groundnut,246.1,A,5,67.6,74.6,12.6,17:10:36,17:23:12,87.2
FARM101839,Farmer_1839,PC002,Mandya North,2026-02-01,11:32:00,11,6,1,22,21,25,3,Wheat,271.7,B,5,80.0,83.3,10.4,12:55:18,13:05:42,93.7
FARM100412,Farmer_0412,PC001,Mysuru Central,2026-02-08,12:51:00,12,6,1,26,23,28,3,Tur Dal,273.5,A,5,100.7,97.9,11.6,14:28:54,14:40:30,109.5
FARM101325,Farmer_1325,PC001,Mysuru Central,2026-01-28,16:00:00,16,2,0,14,11,18,3,Cotton,266.0,A,6,43.1,39.5,11.1,16:39:30,16:50:36,50.6
FARM100783,Farmer_0783,PC003,Hassan Market,2026-01-11,11:34:00,11,6,1,5,0,7,5,Cotton,422.5,C,4,13.4,12.4,17.1,11:46:24,12:03:30,29.5
FARM101346,Farmer_1346,PC003,Hassan Market,2026-03-10,16:13:00,16,1,0,3,2,7,3,Cotton,430.8,C,1,14.2,15.4,20.3,16:28:24,16:48:42,35.7
FARM100875,Farmer_0875,PC003,Hassan Market,2026-01-02,08:26:00,8,4,0,31,29,32,5,Wheat,108.1,B,5,52.3,54.5,10.2,09:20:30,09:30:42,64.7
FARM101653,Farmer_1653,PC004,Tumakuru Main,2026-04-11,15:44:00,15,5,0,23,18,22,3,Tur Dal,326.2,A,5,82.9,87.0,13.7,17:11:00,17:24:42,100.7
FARM101279,Farmer_1279,PC001,Mysuru Central,2026-04-09,16:36:00,16,3,0,16,15,21,2,Rice,197.8,C,2,99.8,110.7,14.7,18:26:42,18:41:24,125.4
FARM100786,Farmer_0786,PC002,Mandya North,2026-01-02,08:32:00,8,4,0,13,12,14,2,Groundnut,228.7,C,5,83.4,81.8,13.1,09:53:48,10:06:54,94.9
FARM101819,Farmer_1819,PC004,Tumakuru Main,2026-02-03,12:43:00,12,1,1,5,2,8,2,Cotton,203.5,C,8,15.8,16.8,12.3,12:59:48,13:12:06,29.1
FARM101199,Farmer_1199,PC002,Mandya North,2026-04-10,14:08:00,14,4,0,42,37,44,3,Wheat,352.2,B,5,152.8,144.7,11.0,16:32:42,16:43:42,155.7
FARM100808,Farmer_0808,PC003,Hassan Market,2026-03-19,10:10:00,10,3,1,7,2,7,5,Rice,345.5,B,3,10.9,12.0,12.5,10:22:00,10:34:30,24.5
FARM100713,Farmer_0713,PC002,Mandya North,2026-03-04,13:40:00,13,2,1,39,34,40,2,Tur Dal,320.1,A,2,176.1,180.0,11.1,16:40:00,16:51:06,191.1
FARM101991,Farmer_1991,PC003,Hassan Market,2026-02-28,14:14:00,14,5,0,32,31,38,5,Cotton,240.1,C,4,92.2,87.5,15.1,15:41:30,15:56:36,102.6
FARM101660,Farmer_1660,PC005,Bengaluru Rural,2026-03-08,12:03:00,12,6,1,42,41,46,5,Tur Dal,325.9,C,10,90.6,94.3,12.1,13:37:18,13:49:24,106.4
FARM101191,Farmer_1191,PC004,Tumakuru Main,2026-04-16,14:22:00,14,3,0,14,11,13,3,Cotton,266.2,C,4,61.2,58.8,15.2,15:20:48,15:36:00,74.0
FARM101226,Farmer_1226,PC003,Hassan Market,2026-02-19,13:48:00,13,3,1,15,14,20,3,Tur Dal,247.0,A,4,57.8,55.4,12.2,14:43:24,14:55:36,67.6
FARM100603,Farmer_0603,PC005,Bengaluru Rural,2026-01-21,12:35:00,12,2,1,39,37,44,5,Sugarcane,107.8,C,8,105.4,99.7,14.2,14:14:42,14:28:54,113.9
FARM100271,Farmer_0271,PC004,Tumakuru Main,2026-02-24,08:11:00,8,1,0,35,31,36,2,Maize,271.7,B,7,171.3,164.0,10.2,10:55:00,11:05:12,174.2
FARM101385,Farmer_1385,PC002,Mandya North,2026-04-07,10:59:00,10,1,1,40,35,40,2,Rice,224.4,B,4,171.3,178.3,8.9,13:57:18,14:06:12,187.2
FARM100232,Farmer_0232,PC003,Hassan Market,2026-03-10,12:17:00,12,1,1,22,18,24,4,Ragi,205.3,A,6,52.7,49.2,10.7,13:06:12,13:16:54,59.9
FARM100050,Farmer_0050,PC004,Tumakuru Main,2026-03-28,11:44:00,11,5,1,26,24,29,4,Maize,322.4,A,5,92.3,86.3,12.4,13:10:18,13:22:42,98.7
FARM100463,Farmer_0463,PC004,Tumakuru Main,2026-03-31,09:39:00,9,1,0,39,35,38,3,Ragi,285.4,C,6,149.1,153.3,12.9,12:12:18,12:25:12,166.2
FARM101106,Farmer_1106,PC004,Tumakuru Main,2026-01-04,10:14:00,10,6,1,33,30,34,3,Wheat,97.3,C,1,129.5,126.1,11.2,12:20:06,12:31:18,137.3
FARM100856,Farmer_0856,PC005,Bengaluru Rural,2026-04-23,15:32:00,15,3,0,34,30,35,6,Groundnut,384.9,A,10,65.9,63.3,14.4,16:35:18,16:49:42,77.7
FARM100694,Farmer_0694,PC002,Mandya North,2026-01-22,14:17:00,14,3,0,19,15,18,2,Sugarcane,354.0,B,3,168.5,161.1,19.1,16:58:06,17:17:12,180.2
FARM101552,Farmer_1552,PC002,Mandya North,2026-04-22,11:59:00,11,2,1,37,34,41,3,Tur Dal,335.8,A,4,181.1,167.1,13.1,14:46:06,14:59:12,180.2
FARM101873,Farmer_1873,PC002,Mandya North,2026-04-09,10:29:00,10,3,1,17,13,19,3,Cotton,178.1,A,10,69.0,64.9,12.1,11:33:54,11:46:00,77.0
FARM100527,Farmer_0527,PC001,Mysuru Central,2026-01-29,15:20:00,15,3,0,5,1,2,3,Sugarcane,395.4,A,1,3.1,3.0,14.4,15:23:00,15:37:24,17.4
FARM100174,Farmer_0174,PC005,Bengaluru Rural,2026-04-07,16:15:00,16,1,0,32,29,32,4,Rice,298.1,C,5,74.1,79.9,12.3,17:34:54,17:47:12,92.2
FARM100721,Farmer_0721,PC004,Tumakuru Main,2026-03-12,09:12:00,9,3,0,16,13,20,3,Maize,354.4,C,1,85.0,79.7,17.2,10:31:42,10:48:54,96.9
FARM100415,Farmer_0415,PC003,Hassan Market,2026-02-07,10:10:00,10,5,1,49,45,49,3,Ragi,457.6,B,6,178.9,171.0,12.3,13:01:00,13:13:18,183.3
FARM100238,Farmer_0238,PC004,Tumakuru Main,2026-04-29,08:18:00,8,2,0,43,38,39,3,Wheat,255.6,C,4,125.8,133.1,10.4,10:31:06,10:41:30,143.5
FARM101473,Farmer_1473,PC004,Tumakuru Main,2026-01-17,13:02:00,13,5,1,16,11,17,3,Ragi,120.6,C,9,40.2,42.0,9.5,13:44:00,13:53:30,51.5
FARM101336,Farmer_1336,PC003,Hassan Market,2026-01-23,13:45:00,13,4,1,39,35,37,4,Rice,229.9,A,1,84.6,86.3,10.7,15:11:18,15:22:00,97.0
FARM101064,Farmer_1064,PC003,Hassan Market,2026-01-17,11:59:00,11,5,1,17,14,19,3,Groundnut,330.5,B,4,58.9,60.5,13.6,12:59:30,13:13:06,74.1
FARM100024,Farmer_0024,PC001,Mysuru Central,2026-03-11,09:27:00,9,2,0,10,5,8,3,Rice,250.7,A,2,17.0,17.0,9.9,09:44:00,09:53:54,26.9
FARM101767,Farmer_1767,PC001,Mysuru Central,2026-03-25,15:54:00,15,2,0,15,11,17,3,Rice,116.6,C,1,37.4,35.8,9.4,16:29:48,16:39:12,45.2
FARM100064,Farmer_0064,PC002,Mandya North,2026-04-13,09:38:00,9,0,0,19,17,18,2,Rice,172.6,B,3,111.0,103.5,11.1,11:21:30,11:32:36,114.6
FARM100290,Farmer_0290,PC002,Mandya North,2026-02-14,09:11:00,9,5,0,7,4,5,2,Cotton,245.6,C,8,31.8,35.0,16.0,09:46:00,10:02:00,51.0
FARM100189,Farmer_0189,PC004,Tumakuru Main,2026-02-12,13:33:00,13,3,1,30,25,32,3,Ragi,290.8,C,7,101.9,109.1,11.7,15:22:06,15:33:48,120.8
FARM100702,Farmer_0702,PC005,Bengaluru Rural,2026-02-13,13:33:00,13,4,1,15,13,16,5,Maize,344.2,A,8,30.7,29.4,11.7,14:02:24,14:14:06,41.1
FARM101815,Farmer_1815,PC005,Bengaluru Rural,2026-04-01,13:35:00,13,2,1,19,14,16,6,Rice,288.6,C,6,35.9,34.7,13.3,14:09:42,14:23:00,48.0
FARM101138,Farmer_1138,PC001,Mysuru Central,2026-03-24,09:23:00,9,1,0,42,38,45,2,Wheat,209.5,A,7,123.3,132.2,7.2,11:35:12,11:42:24,139.4
FARM100355,Farmer_0355,PC003,Hassan Market,2026-04-11,11:11:00,11,5,1,10,6,10,4,Wheat,310.1,A,2,26.0,27.1,12.4,11:38:06,11:50:30,39.5
FARM100417,Farmer_0417,PC004,Tumakuru Main,2026-03-02,16:32:00,16,0,0,45,41,48,3,Maize,309.5,C,5,190.3,180.0,14.6,19:32:00,19:46:36,194.6
FARM101246,Farmer_1246,PC003,Hassan Market,2026-02-01,14:38:00,14,6,0,23,19,20,4,Wheat,318.4,C,6,39.9,43.1,11.3,15:21:06,15:32:24,54.4
FARM100931,Farmer_0931,PC005,Bengaluru Rural,2026-03-24,11:12:00,11,1,1,44,42,46,6,Rice,312.8,B,6,86.1,87.4,12.9,12:39:24,12:52:18,100.3
FARM100197,Farmer_0197,PC004,Tumakuru Main,2026-04-01,08:30:00,8,2,0,7,3,4,3,Groundnut,290.2,C,10,14.3,15.2,13.8,08:45:12,08:59:00,29.0
FARM100580,Farmer_0580,PC002,Mandya North,2026-02-27,16:03:00,16,4,0,9,5,11,2,Ragi,154.5,B,2,27.4,28.5,9.8,16:31:30,16:41:18,38.3
FARM101135,Farmer_1135,PC005,Bengaluru Rural,2026-03-16,15:38:00,15,0,0,9,5,6,5,Groundnut,310.0,A,5,10.5,11.1,10.2,15:49:06,15:59:18,21.3
FARM101814,Farmer_1814,PC005,Bengaluru Rural,2026-04-25,15:28:00,15,5,0,17,12,19,5,Maize,462.9,C,8,32.0,31.7,14.2,15:59:42,16:13:54,45.9
FARM101935,Farmer_1935,PC003,Hassan Market,2026-03-28,16:48:00,16,5,0,13,10,17,4,Sugarcane,397.1,A,8,39.4,37.9,15.7,17:25:54,17:41:36,53.6
FARM100434,Farmer_0434,PC003,Hassan Market,2026-04-27,14:45:00,14,0,0,12,9,16,3,Maize,270.1,C,5,40.1,39.1,15.1,15:24:06,15:39:12,54.2
FARM100101,Farmer_0101,PC001,Mysuru Central,2026-01-05,11:39:00,11,0,1,39,34,37,4,Maize,253.2,A,1,107.7,102.8,10.6,13:21:48,13:32:24,113.4
FARM101655,Farmer_1655,PC005,Bengaluru Rural,2026-04-29,16:53:00,16,2,0,39,36,37,5,Cotton,75.2,C,2,92.5,92.8,14.1,18:25:48,18:39:54,106.9
FARM100395,Farmer_0395,PC003,Hassan Market,2026-03-28,11:01:00,11,5,1,18,16,18,4,Sugarcane,211.6,C,1,67.2,66.5,16.6,12:07:30,12:24:06,83.1
FARM101939,Farmer_1939,PC002,Mandya North,2026-03-19,10:50:00,10,3,1,37,32,35,2,Tur Dal,219.6,A,9,149.6,150.2,8.6,13:20:12,13:28:48,158.8
FARM100221,Farmer_0221,PC001,Mysuru Central,2026-03-05,15:22:00,15,3,0,4,2,5,4,Ragi,364.3,A,10,1.0,1.0,12.1,15:23:00,15:35:06,13.1
FARM101676,Farmer_1676,PC003,Hassan Market,2026-01-10,15:18:00,15,5,0,24,19,21,4,Sugarcane,384.1,A,8,73.3,71.5,16.7,16:29:30,16:46:12,88.2
FARM101498,Farmer_1498,PC002,Mandya North,2026-03-09,08:19:00,8,0,0,39,38,43,1,Tur Dal,277.7,B,7,162.0,180.0,11.5,11:19:00,11:30:30,191.5
FARM101785,Farmer_1785,PC001,Mysuru Central,2026-02-24,16:14:00,16,1,0,12,7,12,4,Tur Dal,565.1,C,10,22.1,24.5,14.4,16:38:30,16:52:54,38.9
FARM100345,Farmer_0345,PC004,Tumakuru Main,2026-01-17,14:29:00,14,5,0,47,44,45,3,Maize,200.2,A,1,157.9,143.8,9.2,16:52:48,17:02:00,153.0
FARM101028,Farmer_1028,PC002,Mandya North,2026-04-01,16:48:00,16,2,0,8,4,6,2,Groundnut,291.6,A,5,26.0,26.8,13.0,17:14:48,17:27:48,39.8
FARM100889,Farmer_0889,PC001,Mysuru Central,2026-02-26,11:02:00,11,3,1,41,38,40,4,Sugarcane,100.4,C,8,118.8,118.8,12.2,13:00:48,13:13:00,131.0
FARM101351,Farmer_1351,PC004,Tumakuru Main,2026-04-21,10:43:00,10,1,1,4,3,4,3,Rice,261.0,B,2,16.9,16.9,10.8,10:59:54,11:10:42,27.7
FARM100553,Farmer_0553,PC003,Hassan Market,2026-01-17,12:37:00,12,5,1,49,45,52,4,Wheat,478.9,A,1,120.8,128.3,12.2,14:45:18,14:57:30,140.5
FARM100744,Farmer_0744,PC004,Tumakuru Main,2026-03-21,11:03:00,11,5,1,19,18,24,4,Cotton,206.1,A,3,61.4,64.5,11.3,12:07:30,12:18:48,75.8
FARM101542,Farmer_1542,PC001,Mysuru Central,2026-04-28,12:47:00,12,1,1,24,21,22,2,Sugarcane,439.9,C,3,187.6,180.0,17.5,15:47:00,16:04:30,197.5
FARM100539,Farmer_0539,PC001,Mysuru Central,2026-02-07,10:27:00,10,5,1,26,21,27,3,Ragi,40.0,C,10,60.2,56.4,7.1,11:23:24,11:30:30,63.5
FARM100907,Farmer_0907,PC005,Bengaluru Rural,2026-03-18,09:07:00,9,2,0,14,12,18,4,Maize,283.4,C,10,26.4,27.2,10.7,09:34:12,09:44:54,37.9
FARM101395,Farmer_1395,PC002,Mandya North,2026-02-13,16:11:00,16,4,0,35,34,38,3,Groundnut,142.6,C,10,129.4,132.6,10.7,18:23:36,18:34:18,143.3
FARM100116,Farmer_0116,PC005,Bengaluru Rural,2026-04-06,15:51:00,15,0,0,12,8,15,6,Cotton,285.9,B,4,14.3,14.0,10.9,16:05:00,16:15:54,24.9
FARM100830,Farmer_0830,PC005,Bengaluru Rural,2026-04-24,12:12:00,12,4,1,27,22,25,5,Wheat,375.6,C,8,51.8,55.3,12.4,13:07:18,13:19:42,67.7
FARM101938,Farmer_1938,PC005,Bengaluru Rural,2026-02-15,15:17:00,15,6,0,42,41,42,5,Sugarcane,329.9,A,3,149.6,139.0,19.0,17:36:00,17:55:00,158.0
FARM100809,Farmer_0809,PC001,Mysuru Central,2026-04-04,11:30:00,11,5,1,33,31,37,3,Sugarcane,337.3,C,2,175.6,177.5,16.2,14:27:30,14:43:42,193.7
FARM101311,Farmer_1311,PC002,Mandya North,2026-02-18,14:40:00,14,2,0,37,32,35,2,Ragi,362.5,C,9,190.9,180.0,13.1,17:40:00,17:53:06,193.1
FARM101005,Farmer_1005,PC003,Hassan Market,2026-02-11,13:29:00,13,2,1,45,43,44,4,Rice,223.9,C,5,84.8,89.7,9.0,14:58:42,15:07:42,98.7
FARM100306,Farmer_0306,PC001,Mysuru Central,2026-02-15,15:58:00,15,6,0,26,22,27,3,Rice,275.8,A,5,81.9,88.0,11.4,17:26:00,17:37:24,99.4
FARM101101,Farmer_1101,PC002,Mandya North,2026-04-23,13:05:00,13,3,1,23,18,24,2,Sugarcane,333.4,C,10,168.1,180.0,18.2,16:05:00,16:23:12,198.2
FARM100480,Farmer_0480,PC003,Hassan Market,2026-01-05,12:34:00,12,0,1,17,13,15,3,Tur Dal,99.2,C,7,57.6,55.8,12.3,13:29:48,13:42:06,68.1
FARM101424,Farmer_1424,PC005,Bengaluru Rural,2026-04-16,15:23:00,15,3,0,40,38,45,5,Ragi,204.5,B,4,76.1,69.9,9.9,16:32:54,16:42:48,79.8
FARM101076,Farmer_1076,PC004,Tumakuru Main,2026-04-06,10:07:00,10,0,1,25,22,27,4,Wheat,199.5,B,7,64.4,61.8,10.0,11:08:48,11:18:48,71.8
FARM100571,Farmer_0571,PC003,Hassan Market,2026-01-12,08:23:00,8,0,0,26,25,29,3,Groundnut,317.5,A,4,106.5,118.1,14.4,10:21:06,10:35:30,132.5
FARM100619,Farmer_0619,PC001,Mysuru Central,2026-04-30,15:34:00,15,3,0,46,41,43,4,Wheat,105.9,C,9,82.3,77.7,7.9,16:51:42,16:59:36,85.6
FARM101898,Farmer_1898,PC002,Mandya North,2026-03-07,09:48:00,9,5,0,24,19,20,1,Wheat,183.0,B,2,170.2,180.0,9.1,12:48:00,12:57:06,189.1
FARM101266,Farmer_1266,PC005,Bengaluru Rural,2026-02-11,15:21:00,15,2,0,46,41,48,6,Sugarcane,181.4,C,2,101.2,104.7,17.9,17:05:42,17:23:36,122.6
FARM100079,Farmer_0079,PC004,Tumakuru Main,2026-03-01,15:06:00,15,6,0,15,10,15,3,Wheat,268.6,A,4,28.6,30.8,9.8,15:36:48,15:46:36,40.6
FARM101912,Farmer_1912,PC004,Tumakuru Main,2026-02-28,16:33:00,16,5,0,20,19,22,3,Ragi,223.8,C,2,95.2,94.5,14.1,18:07:30,18:21:36,108.6
FARM100033,Farmer_0033,PC004,Tumakuru Main,2026-02-13,12:18:00,12,4,1,17,14,17,2,Tur Dal,390.0,A,6,94.7,95.1,12.4,13:53:06,14:05:30,107.5
FARM101538,Farmer_1538,PC005,Bengaluru Rural,2026-03-07,14:22:00,14,5,0,10,7,11,5,Tur Dal,225.5,C,9,16.0,16.2,10.3,14:38:12,14:48:30,26.5
FARM101034,Farmer_1034,PC004,Tumakuru Main,2026-01-12,09:11:00,9,0,0,40,35,41,3,Wheat,383.0,B,2,136.5,142.3,12.0,11:33:18,11:45:18,154.3
FARM101563,Farmer_1563,PC003,Hassan Market,2026-02-11,16:23:00,16,2,0,8,5,9,4,Cotton,124.7,A,1,11.9,12.2,11.7,16:35:12,16:46:54,23.9
FARM100352,Farmer_0352,PC002,Mandya North,2026-01-15,11:25:00,11,3,1,40,36,41,2,Tur Dal,165.1,C,2,194.8,180.0,11.2,14:25:00,14:36:12,191.2
FARM100164,Farmer_0164,PC002,Mandya North,2026-02-21,09:31:00,9,5,0,41,39,44,3,Ragi,55.8,A,8,75.8,79.4,5.7,10:50:24,10:56:06,85.1
FARM100204,Farmer_0204,PC001,Mysuru Central,2026-03-26,15:04:00,15,3,0,9,4,8,3,Rice,226.1,B,9,6.5,6.5,6.0,15:10:30,15:16:30,12.5
FARM101054,Farmer_1054,PC001,Mysuru Central,2026-01-17,09:16:00,9,5,0,9,5,7,3,Sugarcane,251.8,B,1,29.0,28.8,16.5,09:44:48,10:01:18,45.3
FARM101365,Farmer_1365,PC003,Hassan Market,2026-01-06,08:43:00,8,1,0,7,4,9,3,Wheat,440.9,C,7,11.3,12.5,12.6,08:55:30,09:08:06,25.1
FARM101967,Farmer_1967,PC003,Hassan Market,2026-03-21,16:49:00,16,5,0,12,10,17,5,Ragi,186.4,B,9,22.4,21.6,11.9,17:10:36,17:22:30,33.5
FARM100496,Farmer_0496,PC005,Bengaluru Rural,2026-01-19,10:35:00,10,0,1,41,40,43,4,Sugarcane,311.8,C,2,187.9,180.0,20.7,13:35:00,13:55:42,200.7
FARM101625,Farmer_1625,PC005,Bengaluru Rural,2026-04-08,10:00:00,10,2,1,39,35,42,6,Tur Dal,268.5,B,7,58.7,63.8,12.4,11:03:48,11:16:12,76.2
FARM101966,Farmer_1966,PC002,Mandya North,2026-02-05,10:15:00,10,3,1,26,25,29,2,Maize,279.6,C,6,174.2,179.3,12.6,13:14:18,13:26:54,191.9
FARM101963,Farmer_1963,PC005,Bengaluru Rural,2026-02-27,10:22:00,10,4,1,33,28,29,5,Maize,144.3,A,10,52.5,57.0,9.6,11:19:00,11:28:36,66.6
FARM100611,Farmer_0611,PC003,Hassan Market,2026-01-21,15:00:00,15,2,0,8,3,4,4,Wheat,276.0,A,2,8.2,8.7,8.5,15:08:42,15:17:12,17.2
FARM100433,Farmer_0433,PC003,Hassan Market,2026-03-21,10:46:00,10,5,1,33,29,34,3,Tur Dal,328.5,A,7,111.1,118.1,12.0,12:44:06,12:56:06,130.1
FARM101492,Farmer_1492,PC001,Mysuru Central,2026-02-18,14:48:00,14,2,0,29,25,26,2,Rice,328.6,A,8,131.1,128.0,10.2,16:56:00,17:06:12,138.2
FARM100219,Farmer_0219,PC002,Mandya North,2026-03-09,15:22:00,15,0,0,40,35,40,2,Maize,232.3,C,10,186.9,180.0,12.8,18:22:00,18:34:48,192.8
FARM101931,Farmer_1931,PC005,Bengaluru Rural,2026-04-15,11:42:00,11,2,1,36,31,33,4,Cotton,227.8,B,7,88.8,86.8,11.5,13:08:48,13:20:18,98.3
FARM101466,Farmer_1466,PC004,Tumakuru Main,2026-02-26,16:44:00,16,3,0,32,31,35,3,Maize,292.0,C,6,112.3,106.7,9.9,18:30:42,18:40:36,116.6
FARM100631,Farmer_0631,PC001,Mysuru Central,2026-02-14,09:16:00,9,5,0,10,5,7,4,Groundnut,301.4,A,7,19.6,19.0,11.9,09:35:00,09:46:54,30.9
FARM101382,Farmer_1382,PC002,Mandya North,2026-02-11,08:23:00,8,2,0,32,27,30,2,Ragi,423.2,B,10,170.2,180.0,13.9,11:23:00,11:36:54,193.9
FARM101302,Farmer_1302,PC005,Bengaluru Rural,2026-04-07,09:39:00,9,1,0,28,23,25,5,Sugarcane,107.1,C,9,62.7,61.2,15.0,10:40:12,10:55:12,76.2
FARM100060,Farmer_0060,PC002,Mandya North,2026-02-06,12:57:00,12,4,1,31,29,31,3,Maize,244.4,C,10,126.7,131.3,12.1,15:08:18,15:20:24,143.4
FARM100299,Farmer_0299,PC001,Mysuru Central,2026-02-10,08:40:00,8,1,0,36,32,37,3,Maize,111.0,A,1,109.9,101.1,9.3,10:21:06,10:30:24,110.4
FARM101711,Farmer_1711,PC002,Mandya North,2026-03-16,16:40:00,16,0,0,37,33,40,1,Tur Dal,254.9,C,6,165.2,180.0,16.4,19:40:00,19:56:24,196.4
FARM100074,Farmer_0074,PC005,Bengaluru Rural,2026-01-20,14:28:00,14,1,0,10,6,9,5,Tur Dal,227.1,C,2,12.4,12.4,11.7,14:40:24,14:52:06,24.1
FARM100163,Farmer_0163,PC003,Hassan Market,2026-04-06,16:16:00,16,0,0,4,1,4,4,Sugarcane,343.7,B,2,4.1,4.4,17.9,16:20:24,16:38:18,22.3
FARM101275,Farmer_1275,PC004,Tumakuru Main,2026-01-23,09:16:00,9,4,0,34,29,36,3,Sugarcane,146.5,C,6,159.5,158.4,15.4,11:54:24,12:09:48,173.8
